#onokad	O=0.9999865293502808|NORM=1.2970642274012789e-05
na	O=0.999229907989502|NORM=0.0007697716355323792
people	O=0.9995424747467041|NORM=0.00045689495163969696
you	O=0.9998190999031067|NORM=0.0001782580657163635
may	O=0.9998455047607422|NORM=0.000153951725224033
know	O=0.9999794960021973|NORM=2.0199126083753072e-05
.	O=0.9999053478240967|NORM=8.952294592745602e-05

:)	O=0.9999827146530151|NORM=1.579449417477008e-05

hrvatska	O=0.9999167919158936|NORM=8.286295633297414e-05
suspendirana	O=0.9999804496765137|NORM=1.91760336747393e-05
sa	O=0.9999430179595947|NORM=5.542744474951178e-05
svjetskog	O=0.9999537467956543|NORM=4.5800778025295585e-05
prvenstva	O=0.999970555305481|NORM=2.8950380510650575e-05
,	O=0.9999845027923584|NORM=1.4644620023318566e-05
hrvatske	O=0.9982715845108032|NORM=0.0017279372550547123
pivovare	O=0.9997896552085876|NORM=0.0002098543627653271
tuže	O=0.9999661445617676|NORM=3.358810135978274e-05
šimunića	O=0.9999663829803467|NORM=3.336164081702009e-05
http://t.co/o72rfkqpj9	O=0.9999876022338867|NORM=1.2121001418563537e-05
via	O=0.9999120235443115|NORM=8.74288089107722e-05
@news_bar	O=0.9999874830245972|NORM=1.2253193744982127e-05

svaka	O=0.9999799728393555|NORM=1.9762728697969578e-05
čast	O=0.9998797178268433|NORM=0.00011912802438018844
,	O=0.9999887943267822|NORM=1.0685053894121666e-05
#hrt	O=0.9999884366989136|NORM=1.1179708053532522e-05
doveo	O=0.9997997879981995|NORM=0.0001995698403334245
osuđenog	O=0.9998917579650879|NORM=0.00010773879330372438
poticatelja	O=0.9998148083686829|NORM=0.00018475153774488717
na	O=0.9998718500137329|NORM=0.00012784700084012002
#ubojstvo	O=0.9999873638153076|NORM=1.239971061295364e-05
#bože	O=0.9999628067016602|NORM=3.701686728163622e-05
#vukušić	O=0.9999833106994629|NORM=1.6497575415996835e-05
kao	O=0.999961256980896|NORM=3.850137727567926e-05
stručnog	O=0.9998749494552612|NORM=0.0001246960018761456
komentatora	O=0.9995575547218323|NORM=0.0004386686778161675
..	O=0.9999798536300659|NORM=1.9573004465200938e-05

birajte	O=0.9993569254875183|NORM=0.0006405008025467396
prema	O=0.9526984691619873|NORM=0.047297678887844086
:)	O=0.9999585151672363|NORM=3.6762532545253634e-05

koja	O=0.9999396800994873|NORM=5.992091973894276e-05
sam	O=0.9999778270721436|NORM=2.1882209694013e-05
ja	O=0.9999871253967285|NORM=1.261619217984844e-05
budala	O=0.9999403953552246|NORM=5.7977336837211624e-05
!	O=0.9999810457229614|NORM=1.5228436495817732e-05

15	O=0.9999290704727173|NORM=7.049785926938057e-05
besplatnih	O=0.9999102354049683|NORM=8.932927448768169e-05
online	O=0.9998888969421387|NORM=0.0001107544667320326
resursa	O=0.9996349811553955|NORM=0.0003640308859758079
pomoću	O=0.9999616146087646|NORM=3.8062342355260625e-05
kojih	O=0.9999796152114868|NORM=2.00397025764687e-05
možete	O=0.9999827146530151|NORM=1.667935066507198e-05
naučiti	O=0.9999173879623413|NORM=8.176107075996697e-05
programirati	O=0.9999051094055176|NORM=9.296819189330563e-05
http://t.co/aszlkkdtp1	O=0.9999898672103882|NORM=9.876031072053593e-06
via	O=0.9998977184295654|NORM=0.00010152592585654929
@zimoonline	O=0.9999903440475464|NORM=9.234635399479885e-06

neki	O=0.9999691247940063|NORM=3.0351242457982153e-05
brđani	O=0.9997493624687195|NORM=0.00024903021403588355
očito	O=0.9999531507492065|NORM=4.5920063712401316e-05
nikad	O=0.9999746084213257|NORM=2.505241718608886e-05
neće	O=0.9999805688858032|NORM=1.9197170331608504e-05
naučiti	O=0.9999228715896606|NORM=7.673367508687079e-05
da	O=0.9999736547470093|NORM=2.5868677766993642e-05
ne	O=0.9999781847000122|NORM=2.148244129784871e-05
mora	O=0.9998403787612915|NORM=0.00015895802062004805
baš	O=0.9999014139175415|NORM=9.813304495764896e-05
pola	O=0.9999299049377441|NORM=6.967213994357735e-05
grada	O=0.9999475479125977|NORM=5.033410343457945e-05
čuti	O=0.9955778121948242|NORM=0.004419058561325073
o	O=0.9999765157699585|NORM=2.3107977540348656e-05
čemu	O=0.9995152950286865|NORM=0.00048399725346826017
razgovaraju	O=0.99993896484375|NORM=5.998709093546495e-05
preko	O=0.9998509883880615|NORM=0.00014786508108954877
mobitela	O=0.9999126195907593|NORM=8.690381946507841e-05

i	O=0.9999829530715942|NORM=1.6877173038665205e-05
svečano	O=0.9998494386672974|NORM=0.00014995181118138134
spalit	NORM=0.9579044580459595|O=0.042072780430316925
zadnji	O=0.9999631643295288|NORM=3.620983625296503e-05
list	O=0.9999146461486816|NORM=8.43145462567918e-05
:d	O=0.9999377727508545|NORM=5.9842339396709576e-05

upsss	O=0.9975690245628357|NORM=0.0024283314123749733
.	O=0.9999874830245972|NORM=1.0226343874819577e-05

dnevni	O=0.9995906949043274|NORM=0.00040724274003878236
list	O=0.9998798370361328|NORM=0.00011980844283243641
danas	O=0.9998958110809326|NORM=0.00010167242726311088
|	O=0.9999234676361084|NORM=7.501838990719989e-05

di	NORM=0.9995837807655334|O=0.0003802382561843842
sam	O=0.9999804496765137|NORM=1.92806310224114e-05
bio	O=0.9999123811721802|NORM=8.678247104398906e-05
proteklih	O=0.9997236132621765|NORM=0.0002747047692537308
godina	O=0.9999727010726929|NORM=2.6047386199934408e-05
..	O=0.9999781847000122|NORM=2.0406097974046133e-05

i	O=0.9999558925628662|NORM=4.3879994336748496e-05
really	O=0.9999864101409912|NORM=1.3043068975093774e-05
live	O=0.9999619722366333|NORM=3.782476778724231e-05
on	O=0.9999898672103882|NORM=9.833448530116584e-06
the	O=0.9999687671661377|NORM=3.0405784855247475e-05
edge	O=0.9999256134033203|NORM=7.367112266365439e-05
.	O=0.9999880790710449|NORM=1.0225871847069357e-05

osim	O=0.999961256980896|NORM=3.787903187912889e-05
toga	O=0.9999598264694214|NORM=3.9111735532060266e-05
...	O=0.9999754428863525|NORM=2.374114774283953e-05

ukoliko	O=0.9999562501907349|NORM=4.251933569321409e-05
ste	O=0.9999688863754272|NORM=3.071483297389932e-05
danas	O=0.9999793767929077|NORM=2.0093626517336816e-05
dobili	O=0.999916672706604|NORM=8.211475505959243e-05
šibe	O=0.994881272315979|NORM=0.005114703439176083
,	O=0.9999920129776001|NORM=7.0528549258597195e-06
nagradite	O=0.9999415874481201|NORM=5.79627558181528e-05
sami	O=0.999968409538269|NORM=3.133582140435465e-05
sebe	O=0.9999767541885376|NORM=2.2987664124229923e-05
izlaskom	O=0.9999332427978516|NORM=6.62707316223532e-05
u	O=0.9999682903289795|NORM=3.148424730170518e-05
#kerempuh	O=0.9999538660049438|NORM=4.542217720882036e-05
!	O=0.999991774559021|NORM=6.132524049462518e-06

zašto	O=0.9998177886009216|NORM=0.00018133198318537325
nisam	O=0.9999592304229736|NORM=4.041799184051342e-05
polupokretni	O=0.9998787641525269|NORM=0.000120841184980236
penzić	O=0.9939910769462585|NORM=0.005996866151690483
kojemu	O=0.9987474679946899|NORM=0.0012515939306467772
je	O=0.9999572038650513|NORM=4.270379213267006e-05
smisao	O=0.9999785423278809|NORM=2.0936551663908176e-05
života	O=0.9999736547470093|NORM=2.6269663067068905e-05
zavalit	NORM=0.9998131394386292|O=0.0001687985350145027
se	O=0.999582827091217|NORM=0.00041689895442686975
na	O=0.9999349117279053|NORM=6.474006659118459e-05
kauč	O=0.9958208799362183|NORM=0.004177768714725971
i	O=0.9999710321426392|NORM=2.872469303838443e-05
gledat	NORM=0.9998493194580078|O=0.00013055672752670944
serije	O=0.9995378255844116|NORM=0.00046117001329548657
.	O=0.9999916553497314|NORM=7.4518970905046444e-06

notorna	O=0.5847716927528381|NORM=0.4152173697948456
laz	NORM=0.9463614225387573|O=0.05360879376530647
kolega	O=0.9994620680809021|NORM=0.0005374046741053462
,	O=0.9999901056289673|NORM=8.36237541079754e-06
notorna	O=0.5879657864570618|NORM=0.4120219647884369
laz	NORM=0.9250375628471375|O=0.07492159307003021
.	O=0.999990701675415|NORM=7.440002718794858e-06

-	O=0.99998939037323|NORM=9.224557288689539e-06
mojima	O=0.9953131675720215|NORM=0.004685273859649897
je	O=0.999971866607666|NORM=2.778771158773452e-05
mrak	O=0.999860405921936|NORM=0.00013900377962272614
,	O=0.9999874830245972|NORM=1.0214032954536378e-05
odgovori	O=0.9993683695793152|NORM=0.0006302007823251188
nato	O=0.9999164342880249|NORM=8.286727825179696e-05
ona	O=0.9999856948852539|NORM=1.3599303201772273e-05
.	O=0.9999903440475464|NORM=7.303867278096732e-06

pa	O=0.9999840259552002|NORM=1.526691448816564e-05
ili	O=0.9999642372131348|NORM=3.455249316175468e-05
imaš	O=0.9999676942825317|NORM=3.007324630743824e-05
dobre	O=0.9999781847000122|NORM=2.1066009139758535e-05
sise	O=0.9742000699043274|NORM=0.025793928653001785
ili	O=0.9999778270721436|NORM=2.0933723135385662e-05
ti	O=0.9999693632125854|NORM=2.9857024856028147e-05
ona	O=0.9999762773513794|NORM=2.2425740098697133e-05
majica	O=0.9998500347137451|NORM=0.00014916030340828001
stvarno	O=0.9999902248382568|NORM=9.183091606246307e-06
dobro	O=0.9999829530715942|NORM=1.6396572391386144e-05
stoji	O=0.9999651908874512|NORM=3.360373739269562e-05
:d	O=0.9999293088912964|NORM=6.773987843189389e-05

holy	O=0.9999094009399414|NORM=8.991098729893565e-05
:	O=0.9999884366989136|NORM=9.916165254253428e-06
gubici	O=0.99873286485672|NORM=0.0012659786734730005
iz	O=0.9998284578323364|NORM=0.00017110911721829325
vodovodnih	O=0.9997877478599548|NORM=0.0002118410193361342
mreža	O=0.9999269247055054|NORM=7.235274824779481e-05
u	O=0.9999750852584839|NORM=2.4596098228357732e-05
hrvatskoj	O=0.9998772144317627|NORM=0.0001223826693603769
su	O=0.9999610185623169|NORM=3.824779196293093e-05
u	O=0.9999793767929077|NORM=2.0382025468279608e-05
prosjeku	O=0.9992265701293945|NORM=0.0007717224070802331
oko	O=0.9999805688858032|NORM=1.9021945263375528e-05
40	O=0.9999760389328003|NORM=2.3713781047263183e-05
posto	O=0.9999562501907349|NORM=4.341352541814558e-05
!	O=0.9999880790710449|NORM=1.0184820894210134e-05

@mrak	O=0.9999861717224121|NORM=1.3520322681870311e-05
da	O=0.9999184608459473|NORM=8.122892904793844e-05
,	O=0.999983549118042|NORM=1.491398779762676e-05
samo	O=0.9999573230743408|NORM=4.2391111492179334e-05
bi	O=0.6905994415283203|NORM=0.30935192108154297
za	O=0.9999797344207764|NORM=1.9999666619696654e-05
primjer	O=0.9989400506019592|NORM=0.0010593259939923882
onda	O=0.9991432428359985|NORM=0.0008551538339816034
trebao	O=0.9957588315010071|NORM=0.004239230882376432
uzeti	O=0.9999228715896606|NORM=7.649423787370324e-05
jednu	O=0.9999735355377197|NORM=2.599192339403089e-05
njemačku	O=0.9998248219490051|NORM=0.00017154522356577218
,	O=0.9999749660491943|NORM=2.4234173906734213e-05
irsku	O=0.9986850619316101|NORM=0.0013087702682241797
,	O=0.9999573230743408|NORM=4.1472238081041723e-05
austriju	O=0.9999128580093384|NORM=8.649010123917833e-05
sa	O=0.9999682903289795|NORM=3.121204281342216e-05
istom	O=0.9999287128448486|NORM=7.100204675225541e-05
metodom	O=0.9998422861099243|NORM=0.00015712858294136822
.	O=0.9999895095825195|NORM=8.924894245865289e-06

#evil	O=0.999963641166687|NORM=3.449719224590808e-05

rt	O=0.9999593496322632|NORM=4.0213955799117684e-05
"	O=0.999994158744812|NORM=5.002922534913523e-06
@gogopavlov	O=0.9999493360519409|NORM=5.0201022531837225e-05
staki	O=0.9642735123634338|NORM=0.03570320084691048
,	O=0.9999872446060181|NORM=1.1970920240855776e-05
jedini	O=0.9999809265136719|NORM=1.8706712580751628e-05
pivač	O=0.9868964552879333|NORM=0.01309671625494957
koji	O=0.9999749660491943|NORM=2.4704351744730957e-05
u	O=0.9999845027923584|NORM=1.5181651178863831e-05
5	O=0.9999486207962036|NORM=5.091597267892212e-05
ujutro	O=0.9999784231185913|NORM=2.1222367649897933e-05
moli	O=0.9996848106384277|NORM=0.0003124129434581846
publiku	O=0.9999394416809082|NORM=5.938676986261271e-05
za	O=0.9999909400939941|NORM=8.65903257363243e-06
još	O=0.9999861717224121|NORM=1.3215832041169051e-05
jedan	O=0.999982476234436|NORM=1.6824309568619356e-05
bis	O=0.9556859731674194|NORM=0.044267043471336365
.	O=0.9999902248382568|NORM=8.352588338311762e-06
"	O=0.999991774559021|NORM=7.054373327264329e-06

|	O=0.9999704360961914|NORM=2.9324113711481914e-05
tportal.hr	O=0.999982476234436|NORM=1.7279224266530946e-05
http://t.co/fudvwnnxno	O=0.9999803304672241|NORM=1.9446011719992384e-05
via	O=0.9999421834945679|NORM=5.76275670027826e-05
@tportal	O=0.999985933303833|NORM=1.3820051208313089e-05

on	O=0.9999291896820068|NORM=6.937538273632526e-05
jednostavno	O=0.9999772310256958|NORM=2.2158556021167897e-05
ne	O=0.9999810457229614|NORM=1.8601274859975092e-05
moze	NORM=0.9985256791114807|O=0.001449716161005199
se	O=0.9999570846557617|NORM=4.2765692342072725e-05
pomiriti	O=0.9983034133911133|NORM=0.0016951067373156548
s	O=0.9999880790710449|NORM=1.1465677744126879e-05
tim	O=0.9999556541442871|NORM=4.4061976950615644e-05
da	O=0.9999743700027466|NORM=2.5234407075913623e-05
stoji	O=0.9998133778572083|NORM=0.00018587276281323284
a	O=0.9999772310256958|NORM=2.2282776626525447e-05
svi	O=0.9999825954437256|NORM=1.7059051970136352e-05
mladji	NORM=0.8630573153495789|O=0.13691362738609314
od	O=0.9999176263809204|NORM=8.21141293272376e-05
njega	O=0.9999610185623169|NORM=3.7895209970884025e-05
se	O=0.9999661445617676|NORM=3.36320445057936e-05
ne	O=0.9999673366546631|NORM=3.193908560206182e-05
ustaju	O=0.9997346997261047|NORM=0.0002638449950609356
...	O=0.9999785423278809|NORM=2.017810220422689e-05

preporuka	O=0.999936580657959|NORM=6.304499402176589e-05
:	O=0.99996018409729|NORM=3.890832158504054e-05
u	O=0.9999697208404541|NORM=3.0071098080952652e-05
zg	O=0.9985849857330322|NORM=0.0014120610430836678
-	O=0.999612033367157|NORM=0.00038604336441494524
za	O=0.9955657124519348|NORM=0.0044324672780931
grad	O=0.999790608882904|NORM=0.00020847162522841245
,	O=0.999984622001648|NORM=1.4948293028282933e-05
u	O=0.9999371767044067|NORM=6.257583299884573e-05
st	O=0.9568808674812317|NORM=0.043087683618068695
-	O=0.9995864033699036|NORM=0.00041241315193474293
lista	O=0.9997270703315735|NORM=0.0002724462829064578
dragana	O=0.5518860220909119|NORM=0.4481028914451599
markovine	O=0.9944952130317688|NORM=0.005500982981175184
,	O=0.9999822378158569|NORM=1.719372630759608e-05
u	O=0.9999253749847412|NORM=7.442771311616525e-05
du	O=0.9376853108406067|NORM=0.062292639166116714
-	O=0.9988048076629639|NORM=0.001193070551380515
lista	O=0.9990891218185425|NORM=0.0009101720643229783
igora	O=0.9965069890022278|NORM=0.0034916107542812824
miošića	O=0.9657400250434875|NORM=0.034249067306518555
,	O=0.9999829530715942|NORM=1.6457968740724027e-05
u	O=0.9999675750732422|NORM=3.2278159778798e-05
osijeku	O=0.9743072390556335|NORM=0.025666534900665283
-	O=0.9999321699142456|NORM=6.730945460731164e-05
jaroslav	O=0.9996672868728638|NORM=0.00033225107472389936
pecnik	O=0.7327898144721985|NORM=0.267189621925354
.	O=0.9999911785125732|NORM=8.100688319245819e-06

hahahahahahah	O=0.9974759221076965|NORM=0.0025216112844645977

crazy	O=0.9999184608459473|NORM=8.046693255892023e-05
stupid	O=0.9997681975364685|NORM=0.0002308813127456233
love	O=0.9997709393501282|NORM=0.00022707018069922924
.	O=0.9999889135360718|NORM=8.18673743196996e-06

haahahahahahahahh	O=0.7446768283843994|NORM=0.25527799129486084
.	O=0.9999879598617554|NORM=9.974367458198685e-06

@eleteleiophilie	O=0.9999814033508301|NORM=1.8392005586065352e-05
ugl	NORM=0.8020983338356018|O=0.19784334301948547
dirala	NORM=0.983169674873352|O=0.016809334978461266
sam	O=0.9943729639053345|NORM=0.005623050034046173
si	O=0.9990730285644531|NORM=0.0009263555984944105
bradavice	O=0.9759328365325928|NORM=0.02406025305390358
i	O=0.9999675750732422|NORM=3.221434963052161e-05
zamisljala	NORM=0.9869658946990967|O=0.013017119839787483
da	O=0.999795138835907|NORM=0.0002045657456619665
mi	O=0.999940037727356|NORM=5.961650822428055e-05
ih	O=0.9996570348739624|NORM=0.0003426381153985858
on	O=0.6201875805854797|NORM=0.37979987263679504
licka	NORM=0.997684121131897|O=0.002308497205376625
i	O=0.9997815489768982|NORM=0.00021824409486725926
sise	NORM=0.7675264477729797|O=0.2324618548154831
i	O=0.9999785423278809|NORM=2.1258954802760854e-05
tako	O=0.9989687204360962|NORM=0.00103085080627352
sam	O=0.9996569156646729|NORM=0.0003424949536565691
se	O=0.999951958656311|NORM=4.787222496815957e-05
napalila	O=0.997661828994751|NORM=0.0023371039424091578
like	O=0.9998687505722046|NORM=0.00013103202218189836
u	O=0.9939953684806824|NORM=0.006003658287227154
have	O=0.9999709129333496|NORM=2.8757056497852318e-05
no	O=0.9999790191650391|NORM=2.063356623693835e-05
idea	O=0.9999681711196899|NORM=3.1058585591381416e-05
bez	NORM=0.6485236883163452|O=0.35145241022109985
da	O=0.999607503414154|NORM=0.00039177475264295936
sam	O=0.9982632994651794|NORM=0.0017357863252982497

scenario	O=0.9944475889205933|NORM=0.005537830293178558
već	O=0.9999743700027466|NORM=2.5153391106869094e-05
znam	O=0.9999858140945435|NORM=1.362014972983161e-05
,	O=0.9999874830245972|NORM=9.80630375124747e-06
oko	O=0.9999785423278809|NORM=2.1130543245817535e-05
ponoći	O=0.9998824596405029|NORM=0.0001171855183201842
će	O=0.9997740387916565|NORM=0.00022524774249177426
mi	O=0.9999663829803467|NORM=3.328143429826014e-05
dopizditi	O=0.6234753727912903|NORM=0.3764904737472534
gužva	O=0.9999618530273438|NORM=3.7765792512800545e-05
,	O=0.9999850988388062|NORM=1.3874435353500303e-05
buka	O=0.9371076226234436|NORM=0.06288044899702072
i	O=0.9999672174453735|NORM=3.262118480051868e-05
klinci	O=0.9998461008071899|NORM=0.00015265136607922614
i	O=0.9999862909317017|NORM=1.3419229617284145e-05
do	O=0.9999732971191406|NORM=2.6375335437478498e-05
1	O=0.9999790191650391|NORM=2.053815478575416e-05
h	O=0.999896764755249|NORM=0.00010287777695339173
sam	O=0.9997835755348206|NORM=0.00021566817304119468
doma	O=0.9999032020568848|NORM=9.592334390617907e-05
.	O=0.9999880790710449|NORM=9.917533134284895e-06

http://t.co/ahjdvtusqh	O=0.999991774559021|NORM=7.856756383262109e-06
#osijek	O=0.999985933303833|NORM=1.3855803445039783e-05

#help	O=0.9999555349349976|NORM=4.251119389664382e-05
treba	O=0.9999793767929077|NORM=2.0489331291173585e-05
mi	O=0.9999566078186035|NORM=4.322815948398784e-05
neki	O=0.9999216794967651|NORM=7.79946640250273e-05
autoelektričar	O=0.9996747970581055|NORM=0.00032451111474074423
u	O=0.9999723434448242|NORM=2.744314588198904e-05
rijeci	O=0.9481742978096008|NORM=0.05181807652115822
a	O=0.999969482421875|NORM=3.027175807801541e-05
da	O=0.9999735355377197|NORM=2.6175128368777223e-05
nije	O=0.9999679327011108|NORM=3.193614611518569e-05
onaj	O=0.9998986721038818|NORM=0.00010049834963865578
na	O=0.9999536275863647|NORM=4.582808105624281e-05
školjiću	O=0.9897157549858093|NORM=0.010225593112409115
i	O=0.9999805688858032|NORM=1.9170403902535327e-05
da	O=0.9999768733978271|NORM=2.2832215108792298e-05
nije	O=0.9998692274093628|NORM=0.00013051128189545125
neki	O=0.9997538924217224|NORM=0.000245755014475435
na	O=0.9999649524688721|NORM=3.467439455562271e-05
rubu	O=0.9996786117553711|NORM=0.00031982449581846595
županije	O=0.9999487400054932|NORM=5.086719829705544e-05
u	O=0.9999668598175049|NORM=3.2956853829091415e-05
pizdi	O=0.9921870231628418|NORM=0.007803879678249359
materinoj	O=0.9997028708457947|NORM=0.0002962193975690752

weather	O=0.9999481439590454|NORM=5.1354501920286566e-05
camera	O=0.9999731779098511|NORM=2.638670412125066e-05
spider	O=0.9999744892120361|NORM=2.529377889004536e-05
scares	O=0.9998847246170044|NORM=0.00011501184781081975
kristi	O=0.998833954334259|NORM=0.0011649614898487926
:	O=0.9999730587005615|NORM=2.5880359316943213e-05
http://t.co/cojiscpfho	O=0.9999885559082031|NORM=1.1184039067302365e-05
via	O=0.9998378753662109|NORM=0.00016097624029498547
@youtube	O=0.9999827146530151|NORM=1.6932546714087948e-05

da	O=0.9999570846557617|NORM=4.2760839278344065e-05
mogu	O=0.99996018409729|NORM=3.9717360778013244e-05
i	O=0.9999643564224243|NORM=3.5469849535729736e-05
da	O=0.9999542236328125|NORM=4.5497370592784137e-05
znam	O=0.9999673366546631|NORM=3.255499177612364e-05
